ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,NOME,ESPACO,ENDERECO,TELEFONE,BAIRRO,CEP,CT_TIPO,CT_DEPADM,INAUGURAÇAO,ASSENTOS
444,-46659310,-23557860,355030826000108,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Bristol -  Playarte,Sala 5,"Av. Paulista, 2.064",3289-0509,Bela Vista,,7,4,,138
445,-46659310,-23557860,355030826000108,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Bristol -  Playarte,Sala 4,"Av. Paulista, 2.064",3289-0509,Bela Vista,,7,4,,167
446,-46659310,-23557860,355030826000108,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Bristol -  Playarte,Sala 3,"Av. Paulista, 2.064",3289-0509,Bela Vista,,7,4,,144
447,-46659310,-23557860,355030826000108,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Bristol -  Playarte,Sala 2,"Av. Paulista, 2.064",3289-0509,Bela Vista,,7,4,,144
448,-46659310,-23557860,355030826000108,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Bristol -  Playarte,Sala 1,"Av. Paulista, 2.064",3289-0509,Bela Vista,,7,4,,444
449,-46689216,-23573042,355030862000102,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Calcenter,,"Av. Brig. Faria Lima, 1.884",3812-1363,Pinheiros,,7,4,,140
450,-46634344,-23547060,355030878000006,3550308005001,80,SE,9,SE,Centro,Centro,Centro Cultural do Banco do Brasil,,"Rua Álvares Penteado, 112",3113-3600/3651,Centro,,7,4,,87
451,-46682424,-23525100,355030860000138,3550308005057,61,PERDIZES,8,LAPA,Oeste,Oeste,Cine Arte Lílian Lemmertz,Sala 2,"Rua Clélia?lia, 33",3864-3129/,Lapa,,7,4,,90
452,-46682424,-23525100,355030860000138,3550308005057,61,PERDIZES,8,LAPA,Oeste,Oeste,Cine Arte Lílian Lemmertz,Sala 1,"Rua Clélia?lia, 33",3864-3129/,Lapa,,7,4,,93
453,-46659637,-23558107,355030845000095,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Cine Bombril,Sala 2,"Av. Paulista, 2.073",3285-3696,Jardim Paulista,,7,4,,100
454,-46659637,-23558107,355030845000095,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Cine Bombril,Sala 1,"Av. Paulista, 2.073",3285-3696,Jardim Paulista,,7,4,,300
455,-46665553,-23562899,355030845000013,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Cine Clube Vitrine,Sala 3,"R. Augusta, 2.530",3085-3781/,Jardim Paulista,,7,4,,100
456,-46665553,-23562899,355030845000013,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Cine Clube Vitrine,Sala 2,"R. Augusta, 2.530",3085-7684,Jardim Paulista,,7,4,,170
457,-46665553,-23562899,355030845000013,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Cine Clube Vitrine,Sala 1,"R. Augusta, 2.530",3085-7684,Jardim Paulista,,7,4,,285
458,-46696710,-23622298,355030871000073,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Cine Tam (Shopping Morumbi),Sala Nova York,"Av. Roque Petroni Jr., 1.089",5189-4655,Santo Amaro,,7,4,,227
459,-46696710,-23622298,355030871000073,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Cine Tam (Shopping Morumbi),Sala Paris,"Av. Roque Petroni Jr., 1.089",5189-4655,Santo Amaro,,7,4,,246
460,-46696710,-23622298,355030871000073,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Cine Tam (Shopping Morumbi),Sala Londres,"Av. Roque Petroni Jr., 1.089",5189-4655,Santo Amaro,,7,4,,207
461,-46696710,-23622298,355030871000073,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Cine Tam (Shopping Morumbi),Sala Milão,"Av. Roque Petroni Jr., 1.089",5189-4655,Santo Amaro,,7,4,,248
462,-46625735,-23500458,355030870000006,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,Cine Santana,,"Rua Voluntários da Pátria , 2.192",6979-5646,Santana,,7,4,,242
463,-46645585,-23547752,355030866000030,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,Cine Zip.net Recriarte Bijou,,"Pça. Franklin Roosevelt, 172",257-2264,Consolação,,7,4,,88
464,-46661921,-23559894,355030845000057,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Cinesesc,,"R. Augusta, 2.075",3082-0213,Jardim Paulista,,7,4,,330
465,-46757715,-23547950,355030841000078,3550308005108,40,JAGUARE,8,LAPA,Oeste,Oeste,Continental Shopping Center,Sala 2,"Av. Leão Machado, 100 - 3 piso",3765-3783/,Butantã,,7,4,,352
466,-46757715,-23547950,355030841000078,3550308005108,40,JAGUARE,8,LAPA,Oeste,Oeste,Continental Shopping Center,Sala 1,"Av. Leão Machado, 100 - 3 piso",3765-3783/,Butantã,,7,4,,319
467,-46658181,-23555958,355030826000092,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Espaço Unibanco de Cinema,Sala 2,"R. Augusta, 1.470 /1.475",3288-6780,Bela Vista,,7,4,,240
468,-46658181,-23555951,355030826000092,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Espaço Unibanco de Cinema,Sala 1,"R. Augusta, 1.470 /1.475",3288-6780,Bela Vista,,7,4,,268
469,-46658176,-23555961,355030826000092,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Espaço Unibanco de Cinema,Sala 3,"R. Augusta, 1.470 /1.475",3288-6780,Bela Vista,,7,4,,189
470,-46658173,-23555956,355030826000092,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Espaço Unibanco de Cinema,Sala 5,"R. Augusta, 1.470 /1.475",3288-6780,Bela Vista,,7,4,,51
471,-46658173,-23555956,355030826000092,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Espaço Unibanco de Cinema,Sala 4,"R. Augusta, 1.470 /1.475",3288-6780,Bela Vista,,7,4,,107
472,-46673080,-23583944,355030835000084,3550308005051,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Estação Lumiére,Sala 2,"R. Joaquim Floriano, 339",3071-4418,Itaim Bibi,,7,4,,170
473,-46673080,-23583944,355030835000084,3550308005051,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Estação Lumiére,Sala 1,"R. Joaquim Floriano, 339",3071-4418,Itaim Bibi,,7,4,,224
474,-46662500,-23544296,355030826000007,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Faap,,"Rua Alagoas, 903",3662-1662/,Consolação,,7,4,,304
475,-46650192,-23566349,355030845000155,3550308005023,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Gemini,Sala 2,"Av. Paulista, 807",3289-3566,Jardim Paulista,,7,4,,379
476,-46650192,-23566349,355030845000155,3550308005023,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Gemini,Sala 1,"Av. Paulista, 807",3289-3566,Jardim Paulista,,7,4,,379
477,-46662075,-23555227,355030826000037,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,HSBC Belas Artes,Sala Villa Lobos,"Rua da Consolação, 2.423",3258-4092,Consolação,,7,4,,293
478,-46662075,-23555227,355030826000037,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,HSBC Belas Artes,Sala Oscar Niemayer,"Rua da Consolação, 2.423",3258-4092,Consolação,,7,4,,163
479,-46662075,-23555227,355030826000037,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,HSBC Belas Artes,Sala Mário de Andrade,"Rua da Consolação, 2.423",3258-4092,Consolação,,7,4,,88
480,-46662075,-23555227,355030826000037,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,HSBC Belas Artes,Sala Carmem Miranda,"Rua da Consolação, 2.423",3258-4092,Consolação,,7,4,,97
481,-46662075,-23555227,355030826000037,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,HSBC Belas Artes,Sala Cândido Portinari,"Rua da Consolação, 2.423",3258-4092,Consolação,,7,4,,245
482,-46662075,-23555227,355030826000037,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,HSBC Belas Artes,Sala Aleijadinho,"Rua da Consolação, 2.423",3258-4092,Consolação,,7,4,,154
483,-46682589,-23554308,355030862000055,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Instituto Goethe,,"Rua Lisboa, 974",3088-4288,Cerqueira César,,7,4,,200
484,-46505407,-23562765,355030824000031,3550308005152,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,Interlar Aricanduva,Sala 14,"Av. Aricanduva, 5.555",6722-3400,Vila Matilde,,7,4,,193
485,-46505407,-23562765,355030824000031,3550308005152,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,Interlar Aricanduva,Sala 13,"Av. Aricanduva, 5.555",6722-3400,Vila Matilde,,7,4,,132
486,-46505407,-23562765,355030824000031,3550308005152,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,Interlar Aricanduva,Sala 12,"Av. Aricanduva, 5.555",6722-3400,Vila Matilde,,7,4,,381
487,-46505407,-23562765,355030824000031,3550308005152,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,Interlar Aricanduva,Sala 11,"Av. Aricanduva, 5.555",6722-3400,Vila Matilde,,7,4,,142
488,-46505407,-23562765,355030824000031,3550308005152,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,Interlar Aricanduva,Sala 10,"Av. Aricanduva, 5.555",6722-3400,Vila Matilde,,7,4,,106
489,-46505407,-23562765,355030824000031,3550308005152,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,Interlar Aricanduva,Sala 9,"Av. Aricanduva, 5.555",6722-3400,Vila Matilde,,7,4,,114
490,-46505407,-23562765,355030824000031,3550308005152,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,Interlar Aricanduva,Sala 8,"Av. Aricanduva, 5.555",6722-3400,Vila Matilde,,7,4,,141
491,-46505407,-23562765,355030824000031,3550308005152,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,Interlar Aricanduva,Sala 7,"Av. Aricanduva, 5.555",6722-3400,Vila Matilde,,7,4,,132
492,-46505407,-23562765,355030824000031,3550308005152,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,Interlar Aricanduva,Sala 6,"Av. Aricanduva, 5.555",6722-3400,Vila Matilde,,7,4,,222
493,-46505407,-23562765,355030824000031,3550308005152,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,Interlar Aricanduva,Sala 5,"Av. Aricanduva, 5.555",6722-3400,Vila Matilde,,7,4,,148
494,-46505407,-23562765,355030824000031,3550308005152,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,Interlar Aricanduva,Sala 4,"Av. Aricanduva, 5.555",6722-3400,Vila Matilde,,7,4,,157
495,-46505407,-23562765,355030824000031,3550308005152,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,Interlar Aricanduva,Sala 3,"Av. Aricanduva, 5.555",6722-3400,Vila Matilde,,7,4,,207
496,-46505407,-23562765,355030824000031,3550308005152,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,Interlar Aricanduva,Sala 2,"Av. Aricanduva, 5.555",6722-3400,Vila Matilde,,7,4,,207
497,-46505407,-23562765,355030824000031,3550308005152,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,Interlar Aricanduva,Sala 1,"Av. Aricanduva, 5.555",6722-3400,Vila Matilde,,7,4,,191
498,-46645511,-23569908,355030890000197,3550308005022,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Itaú Cultural,Sala Itaú Cultural,"Av. Paulista, 149",3268-1776,Vila Mariana,,7,4,,227
499,-46645510,-23569909,355030890000197,3550308005022,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Itaú Cultural,Sala Vermelha,"Av. Paulista, 149",3268-1776,Vila Mariana,,7,4,,70
500,-46698195,-23584074,355030854000029,3550308005104,55,MORUMBI,10,BUTANTA,Oeste,Oeste,Jockey Club de São Paulo,,"Av. Lineu de Paula Machado, 1.263",6846-8000,Jardim Everest,,7,4,,1500
501,-46674290,-23584175,355030835000084,3550308005051,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Kinoplex  Itaim,Sala 6,"Rua Joaquim Floriano,  466",3078-9960,Itaim,,7,4,,313
502,-46674290,-23584175,355030835000084,3550308005051,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Kinoplex  Itaim,Sala 5,"Rua Joaquim Floriano,  466",3078-9960,Itaim,,7,4,,313
503,-46674290,-23584175,355030835000084,3550308005051,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Kinoplex  Itaim,Sala 4,"Rua Joaquim Floriano,  466",3078-9960,Itaim,,7,4,,155
504,-46674290,-23584175,355030835000084,3550308005051,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Kinoplex  Itaim,Sala 3,"Rua Joaquim Floriano,  466",3078-9960,Itaim,,7,4,,182
505,-46674290,-23584175,355030835000084,3550308005051,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Kinoplex  Itaim,Sala 2,"Rua Joaquim Floriano,  466",3078-9960,Itaim,,7,4,,182
506,-46674290,-23584175,355030835000084,3550308005051,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Kinoplex  Itaim,Sala 1,"Rua Joaquim Floriano,  466",3078-9960,Itaim,,7,4,,155
507,-46641112,-23543164,355030866000002,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Marabá,,"Av. Ipiranga, 757",3223-7001,Centro,,7,4,,1655
508,-46698605,-23620896,355030871000073,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Market Place Cinemark,Sala 3,"R. Dr. Chucri Zaidan, 902",3048-7400,Itaim Bibi,,7,4,,289
509,-46698604,-23620897,355030871000073,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Market Place Cinemark,Sala 6,"R. Dr. Chucri Zaidan, 902",3048-7400,Itaim Bibi,,7,4,,253
510,-46698604,-23620896,355030871000073,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Market Place Cinemark,Sala 4,"R. Dr. Chucri Zaidan, 902",3048-7400,Itaim Bibi,,7,4,,199
511,-46698603,-23620897,355030871000073,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Market Place Cinemark,Sala 7,"R. Dr. Chucri Zaidan, 902",3048-7400,Itaim Bibi,,7,4,,150
512,-46698603,-23620896,355030871000073,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Market Place Cinemark,Sala 2,"R. Dr. Chucri Zaidan, 902",3048-7400,Itaim Bibi,,7,4,,399
513,-46698602,-23620897,355030871000073,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Market Place Cinemark,Sala 8,"R. Dr. Chucri Zaidan, 902",3048-7400,Itaim Bibi,,7,4,,238
514,-46698602,-23620897,355030871000073,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Market Place Cinemark,Sala 5,"R. Dr. Chucri Zaidan, 902",3048-7400,Itaim Bibi,,7,4,,199
515,-46695299,-23613610,355030835000119,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Market Place Cinemark,Sala 1,"R. Dr. Chucri Zaidan, 902",3048-7400,Itaim Bibi,,7,4,,235
516,-46699816,-23620047,355030871000073,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Market Place Playart,Sala 1,"Av. das Nações Unidas, 13.947",5543-9896,Santo Amaro,,7,4,,184
517,-46699814,-23620047,355030871000073,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Market Place Playart,Sala 3,"Av. das Nações Unidas, 13.947",5543-9896,Santo Amaro,,7,4,,126
518,-46699813,-23620048,355030871000073,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Market Place Playart,Sala 2,"Av. das Nações Unidas, 13.947",5543-9896,Santo Amaro,,7,4,,184
519,-46381153,-23485941,355030836000235,3550308005250,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,Multimovie Itaim Paulista,Sala 2,"Av. Marechal Tito, 7579",6571-7649,,,7,4,,187
520,-46381153,-23485941,355030836000235,3550308005250,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,Multimovie Itaim Paulista,Sala 1,"Av. Marechal Tito, 7579",6571-7649,,,7,4,,161
521,-46445542,-23530791,355030837000075,3550308005201,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,Multimovie Itaquera,Sala 2,"Rua Augusto Carlos Bauman, 851",6171-4544,Itaquera,,7,4,,127
522,-46445542,-23530791,355030837000075,3550308005201,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,Multimovie Itaquera,Sala 1,"Rua Augusto Carlos Bauman, 851",6171-4544,Itaquera,,7,4,,154
523,-46675584,-23572658,355030862000110,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Museu da Imagem e do Som - MIS,Sala Sony,"Av. Europa, 158",3062-9197,Jardim Paulista,,7,4,,70
524,-46675584,-23572658,355030862000110,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Museu da Imagem e do Som - MIS,Auditório,"Av. Europa, 158",3062-9197,Jardim Paulista,,7,4,,174
525,-46656030,-23587686,355030832000011,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,Museu de Arte Moderna - MAM,Auditório Lina Bo Bardi,"Pq. Ibirapuera, s/n - portão 3",5549-9688,Moema,,7,4,,200
526,-46634510,-23594528,355030890000056,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Museu Lasar Segal,Cine Segal,"Rua Berta, 111",5574-7322,Vila Mariana,,7,4,,95
527,-46657564,-23542481,355030826000022,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Pátio Higienópolis,Sala 6,"Av. Higienópolis, 646",3823-1662/,Consolação,,7,4,,239
528,-46657564,-23542481,355030826000022,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Pátio Higienópolis,Sala 5,"Av. Higienópolis, 646",3823-1662/,Consolação,,7,4,,229
529,-46657564,-23542481,355030826000022,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Pátio Higienópolis,Sala 4,"Av. Higienópolis, 646",3823-1662/,Consolação,,7,4,,105
530,-46657564,-23542481,355030826000022,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Pátio Higienópolis,Sala 3,"Av. Higienópolis, 646",3823-1662/,Consolação,,7,4,,127
531,-46657564,-23542481,355030826000022,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Pátio Higienópolis,Sala 2,"Av. Higienópolis, 646",3823-1662/,Consolação,,7,4,,135
532,-46657564,-23542481,355030826000022,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Pátio Higienópolis,Sala 1,"Av. Higienópolis, 646",3823-1662/,Consolação,,7,4,,131
533,-46640733,-23542906,355030866000002,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Paris,,"Av. Ipiranga, 808",3223-9805,Centro,,7,4,,188
534,-46670294,-23537706,355030860000075,3550308005026,61,PERDIZES,8,LAPA,Oeste,Oeste,PUC/SP,Auditório Banespa,"R. Monte Alegre, 984",3670-8267,Perdizes,,7,4,,40
535,-46751899,-23586588,355030894000036,3550308005181,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,Raposo Shopping,Sala 8,"Rod. Raposo Tavares, Km 145",3735-1979,Raposo Tavares,,7,4,,81
536,-46751899,-23586588,355030894000036,3550308005181,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,Raposo Shopping,Sala 7,"Rod. Raposo Tavares, Km 145",3735-1979,Raposo Tavares,,7,4,,180
537,-46751899,-23586588,355030894000036,3550308005181,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,Raposo Shopping,Sala 6,"Rod. Raposo Tavares, Km 145",3735-1979,Raposo Tavares,,7,4,,232
538,-46751899,-23586588,355030894000036,3550308005181,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,Raposo Shopping,Sala 5,"Rod. Raposo Tavares, Km 145",3735-1979,Raposo Tavares,,7,4,,232
539,-46751899,-23586588,355030894000036,3550308005181,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,Raposo Shopping,Sala 4,"Rod. Raposo Tavares, Km 145",3735-1979,Raposo Tavares,,7,4,,128
540,-46751899,-23586588,355030894000036,3550308005181,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,Raposo Shopping,Sala 3,"Rod. Raposo Tavares, Km 145",3735-1979,Raposo Tavares,,7,4,,99
541,-46751899,-23586588,355030894000036,3550308005181,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,Raposo Shopping,Sala 2,"Rod. Raposo Tavares, Km 145",3735-1979,Raposo Tavares,,7,4,,194
542,-46751899,-23586588,355030894000036,3550308005181,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,Raposo Shopping,Sala 1,"Rod. Raposo Tavares, Km 145",3735-1979,Raposo Tavares,,7,4,,208
543,-46650648,-23565409,355030807000078,3550308005011,07,BELA VISTA,9,SE,Centro,Centro,Reserva Cultural,Sala 4,"Av. Paulista, 900",3287-3529,Bela Vista,,7,4,,111
544,-46650648,-23565409,355030807000078,3550308005011,07,BELA VISTA,9,SE,Centro,Centro,Reserva Cultural,Sala 3,"Av. Paulista, 900",3287-3529,Bela Vista,,7,4,,120
545,-46650648,-23565409,355030807000078,3550308005011,07,BELA VISTA,9,SE,Centro,Centro,Reserva Cultural,Sala 2,"Av. Paulista, 900",3287-3529,Bela Vista,,7,4,,161
546,-46650648,-23565409,355030807000078,3550308005011,07,BELA VISTA,9,SE,Centro,Centro,Reserva Cultural,Sala 1,"Av. Paulista, 900",3287-3529,Bela Vista,,7,4,,190
547,-46571857,-23547801,355030880000068,3550308005038,82,TATUAPE,25,MOOCA,Leste,Leste 1,Sílvio Romero,Sala 2,"R. Coelho Lisboa, 434",6941-8660,Tatuapé,,7,4,,208
548,-46571857,-23547801,355030880000068,3550308005038,82,TATUAPE,25,MOOCA,Leste,Leste 1,Sílvio Romero,Sala 1,"R. Coelho Lisboa, 434",6941-8660,Tatuapé,,7,4,,207
549,-46685737,-23563649,355030862000016,3550308005052,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Sala UOL de Cinema,,"R. Fradique Coutinho, 361",5096-0585,Pinheiros,,7,4,,271
550,-46561853,-23561448,355030885000098,3550308005040,87,VILA FORMOSA,26,ARICANDUVA,Leste,Leste 1,Shopping Anália Franco,Sala 9,"Av. Regente Feijó, 1.739",6643-4225/,Vila Formosa,,7,4,,206
551,-46561853,-23561448,355030885000098,3550308005040,87,VILA FORMOSA,26,ARICANDUVA,Leste,Leste 1,Shopping Anália Franco,Sala 8,"Av. Regente Feijó, 1.739",6643-4225/,Vila Formosa,,7,4,,299
552,-46561853,-23561448,355030885000098,3550308005040,87,VILA FORMOSA,26,ARICANDUVA,Leste,Leste 1,Shopping Anália Franco,Sala 7,"Av. Regente Feijó, 1.739",6643-4225/,Vila Formosa,,7,4,,418
553,-46561853,-23561448,355030885000098,3550308005040,87,VILA FORMOSA,26,ARICANDUVA,Leste,Leste 1,Shopping Anália Franco,Sala 6,"Av. Regente Feijó, 1.739",6643-4225/,Vila Formosa,,7,4,,242
554,-46561853,-23561448,355030885000098,3550308005040,87,VILA FORMOSA,26,ARICANDUVA,Leste,Leste 1,Shopping Anália Franco,Sala 5,"Av. Regente Feijó, 1.739",6643-4225/,Vila Formosa,,7,4,,132
555,-46561853,-23561448,355030885000098,3550308005040,87,VILA FORMOSA,26,ARICANDUVA,Leste,Leste 1,Shopping Anália Franco,Sala 4,"Av. Regente Feijó, 1.739",6643-4225/,Vila Formosa,,7,4,,120
556,-46561853,-23561448,355030885000098,3550308005040,87,VILA FORMOSA,26,ARICANDUVA,Leste,Leste 1,Shopping Anália Franco,Sala 3,"Av. Regente Feijó, 1.739",6643-4225/,Vila Formosa,,7,4,,242
557,-46561853,-23561448,355030885000098,3550308005040,87,VILA FORMOSA,26,ARICANDUVA,Leste,Leste 1,Shopping Anália Franco,Sala 2,"Av. Regente Feijó, 1.739",6643-4225/,Vila Formosa,,7,4,,316
558,-46561853,-23561448,355030885000098,3550308005040,87,VILA FORMOSA,26,ARICANDUVA,Leste,Leste 1,Shopping Anália Franco,Sala 1,"Av. Regente Feijó, 1.739",6643-4225/,Vila Formosa,,7,4,,382
559,-46724733,-23586306,355030894000096,3550308005179,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,Shopping Butan+G393'tã,Sala 3,"Av. Prof. Francisco Morato,  2.718",3721-8882,Butantã,,7,4,,140
560,-46724733,-23586306,355030894000096,3550308005179,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,Shopping Butantã,Sala 2,"Av. Prof. Francisco Morato,  2.718",3721-8882,Butantã,,7,4,,211
561,-46724733,-23586306,355030894000096,3550308005179,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,Shopping Butantã,Sala 1,"Av. Prof. Francisco Morato,  2.718",3721-8882,Butantã,,7,4,,220
562,-46687078,-23576713,355030862000100,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Shopping Center Iguatemi (Cinemark),Sala 1,"Av. Brig. Faria Lima, 2.232, 8º piso",3814-5389,Pinheiros,,7,4,,266
